id_oglasa,naslov,tip_nepremicnine,stevilo_sob_opis,stevilo_sob,cena,valuta,m2,leto_gradnje,nadstropje,opis_kratek,opis_poln,regija,upravna_enota,obcina,naselje,url_oglasa
7164671,AUGUST SENOA,Stanovanje,Drugo,,3000.0,EUR,200.0,,,"200 m2, stanovanje, oddamo. Cena: 3.000,00 EUR/mes","OGLEJTE SI VIRTUALNI SPREHOD PO NEPREMIČNINI ZA PREDSTAVITEV PROSTORA BREZ POHIŠTVA! (V spodnjem desnem kotu zaslona kliknite na ikono naslanjača na skrajnem desnem delu). Predstavljamo vam prostorno mestno stanovanje z visokimi stropi, površine 200 m2 + 29 m2 kleti, ki se nahaja v prvem od skupaj dveh nadstropij zgodovinske večstanovanjske stavbe v Donjem Gradu, v samem središču mesta, kjer je vse na dosegu roke. To stanovanje je bilo nazadnje uporabljeno kot pisarna in obsega kar 8 prostorov, kopalnico z WC-jem, hodnik in balkon. Poudarja se s svojo centralno lego, razporeditvijo, ki jo je mogoče prilagoditi, ter z oblikovalskim / starinskim pohištvom in urejenostjo, ki dodatno prispevata k šarmu stanovanja. Površina skoraj 200 m2 nudi dovolj prostora za različne življenjske potrebe, ne glede na to, ali gre za večjo družino, tiste, ki iščejo prostorne notranjosti, ali kot poslovni prostor (pisarno). Stanovanje je vzdrževano in urejeno, idealno kot odvetniška, arhitekturna, notarjeva, agencijska ali katera koli druga pisarna ali kot kozmetični salon ali druga vrsta tihe dejavnosti. Čeprav se nahaja na prometni glavni ulici mesta, je zaradi debelih zidov in dvojnega seta zunanjih stavbnih elementov zelo dobro zvočno in toplotno izolirano, kar dodatno prispeva k udobju bivanja v prostoru. Ta nepremičnina predstavlja odlično priložnost za prijetno bivanje ali opravljanje poslovne dejavnosti na eni izmed najbolj zaželenih lokacij v Zagrebu. Za dodatne informacije ali dogovor o ogledu nas kontaktirajte z zaupanjem! V DOGOVORU Z NAJEMNIKOM JE MOŽNO IZVEDBA NEKAJ PRILAGODITEV V PROSTORU! OGLEJTE SI VIRTUALNI SPREHOD PO NEPREMIČNINI ZA PREDSTAVITEV PROSTORA BREZ POHIŠTVA! Prosimo, pokličite med delovnim časom: ponedeljek - petek 9:00 - 18:00",Mesto Zagreb,VSE,Zagreb-mesto,August Senoa,https://www.nepremicnine.net/oglasi-oddaja/august-senoa-stanovanje_7164671/
7361114,"AUGUST SENOA, CENTAR",Stanovanje,2-sobno,2.0,1500.0,EUR,107.0,,,"107 m2, 2-sobno, oddamo. Cena: 1.500,00 EUR/mes","Center, dvonadstropno dvosobno stanovanje z zaprto površino v tretjem nadstropju dobro vzdrževane stavbe brez dvigala.Sestavljeno je iz dveh nadstropij. V prvem nadstropju so predsoba, odprt koncept dnevne sobe, kuhinje in jedilnice, spalnica, kopalnica in WC za goste. V drugem nadstropju so spalnica, WC in funkcionalen prostor, ki vsebuje pisalno mizo, tuš kabino in dnevno sobo z izhodom na prostorno teraso velikosti 30 m².Stanovanje je v celoti opremljeno, ima tri klimatske naprave, ogrevanje pa je na toplotno črpalko. Obstaja možnost uporabe savne na terasi.Odlična lokacija v bližini vseh pomembnih objektov.Za dodatne informacije smo vam na voljo.... Več na eurovilla.hr, ID: 572062",Mesto Zagreb,VSE,Zagreb-mesto,August Senoa,https://www.nepremicnine.net/oglasi-oddaja/august-senoa-centar-stanovanje_7361114/
7404791,"AUGUST SENOA, DONJI GRAD",Stanovanje,1-sobno,1.0,750.0,EUR,33.0,,,"33 m2, 1-sobno, oddamo. Cena: 750,00 EUR/mes","Center mesta, enosobno stanovanje (33 m²) se nahaja v prvem nadstropju dobro zgrajene in vzdrževane stavbe brez dvigala. Stanovanje je bilo v celoti prenovljeno leta 2026.Sestoji iz predsobe, odprte dnevne sobe, kuhinje z izhodom na balkon, spalnice v mansardi in kopalnice. Stanovanje si deli predsobo z dvema drugima ločenima stanovanjskima enotama; ta skupni prostor vključuje namensko sobo, opremljeno z dvema pralnicama in dvema sušilnicama.Odlikuje ga idealna razporeditev, klimatska naprava in talno gretje. Stroški obratovanja znašajo 100 €. V najemnino je vključeno mesečno čiščenje stanovanja.Nahaja se v neposredni bližini vseh bistvenih dobrin (šole, vrtci, trgovine, restavracije, bari, športni objekti itd.) na lokaciji z odličnimi prometnimi povezavami in znotraj tramvajske cone, obkroženo z stanovanjskimi nepremičninami.Dodatne informacije so na voljo na zahtevo.... Več na eurovilla.hr, ID: 647512",Mesto Zagreb,VSE,Zagreb-mesto,August Senoa,https://www.nepremicnine.net/oglasi-oddaja/august-senoa-donji-grad-stanovanje_7404791/
7404793,"AUGUST SENOA, DONJI GRAD",Stanovanje,1-sobno,1.0,750.0,EUR,33.0,,,"33 m2, 1-sobno, oddamo. Cena: 750,00 EUR/mes","Center mesta, enosobno stanovanje (33 m²) se nahaja v prvem nadstropju dobro zgrajene in vzdrževane stavbe brez dvigala. Stanovanje je bilo v celoti prenovljeno leta 2026.Sestoji iz predsobe, odprtega dnevnega prostora, kuhinje, spalnice na galeriji in kopalnice. Stanovanje si deli predsobo z dvema drugima ločenima stanovanjskima enotama; ta skupni prostor vključuje namensko sobo, opremljeno z dvema pralnicama in dvema sušilnima strojem.Ponaša se z idealno razporeditvijo, klimatsko napravo in talnim gretjem. Stroški obratovanja znašajo 100 €. Cena najema vključuje mesečno čiščenje stanovanja.Nahaja se v neposredni bližini vseh bistvenih dobrin (šole, vrtci, trgovine, restavracije, bari, športni objekti itd.) na lokaciji z odličnimi prometnimi povezavami in znotraj tramvajske cone, obkroženo z stanovanjskimi nepremičninami.Dodatne informacije so na voljo na zahtevo.... Več na eurovilla.hr, ID: 132090",Mesto Zagreb,VSE,Zagreb-mesto,August Senoa,https://www.nepremicnine.net/oglasi-oddaja/august-senoa-donji-grad-stanovanje_7404793/
7404792,"AUGUST SENOA, DONJI GRAD",Stanovanje,1-sobno,1.0,750.0,EUR,33.0,,,"33 m2, 1-sobno, oddamo. Cena: 750,00 EUR/mes","Center mesta, enosobno stanovanje (33 m²) v prvem nadstropju dobro zgrajene in vzdrževane stavbe brez dvigala. Stanovanje je bilo v celoti prenovljeno leta 2026.Sestoji iz predsobe, odprtega dnevnega prostora, kuhinje, spalnice na galeriji in kopalnice. Dostop do namenske sobe z dvema pralnicama in dvema sušilnicama v bližini vhoda v stanovanje.Odlikuje ga idealna razporeditev, klimatska naprava in talno gretje. Stroški obratovanja znašajo 100 €. Najemnina vključuje mesečno čiščenje stanovanja.Nahaja se v neposredni bližini vseh bistvenih dobrin (šole, vrtci, trgovine, restavracije, bari, športni objekti itd.) na lokaciji z odličnimi prometnimi povezavami in znotraj tramvajske cone, obkroženo z stanovanjskimi nepremičninami.Dodatne informacije so na voljo na zahtevo.... Več na eurovilla.hr, ID: 178100",Mesto Zagreb,VSE,Zagreb-mesto,August Senoa,https://www.nepremicnine.net/oglasi-oddaja/august-senoa-donji-grad-stanovanje_7404792/
7368089,"AUGUST SENOA, DONJI GRAD",Stanovanje,3-sobno,3.0,3400.0,EUR,170.0,,,"170 m2, 3-sobno, oddamo. Cena: 3.400,00 EUR/mes","Zagreb, Center, luksuzno urejeno in opremljeno trisobno stanovanje 170 m2, v drugem nadstropju dobro vzdrzevane stavbe, na mirni lokaciji s pogledom na park. Orientirano pretezno na zahodno stran in tudi na sever/jug.Sestavljen je iz kuhinje, jedilnice z ogromno dnevno sobo, treh spalnic, garderobe, treh kopalnic, pralnice, WC-ja za goste in hodnika.Etalno plinsko ogrevanje, klima, nove instalacije vode, elektrike, plina, protivlomna vrata, alarm...Shramba v kleti.Ostale informacije na povprasevanje.... Več na eurovilla.hr, ID: 155455",Mesto Zagreb,VSE,Zagreb-mesto,August Senoa,https://www.nepremicnine.net/oglasi-oddaja/august-senoa-donji-grad-stanovanje_7368089/
7285346,"AUGUST SENOA, GUNDULIĆEVA",Stanovanje,3-sobno,3.0,1100.0,EUR,80.0,,,"80 m2, 3-sobno, oddamo. Cena: 1.100,00 EUR/mes","Donji Grad, Gundulićeva, čudovito urejen pisarniški prostor velikosti 80 m2 v 5. nadstropju dobro vzdrževane stavbe z dvigalom. Sestoji iz predprostora, 3 velikih delovnih prostorov, popolnoma opremljene kuhinje, kopalnice z WC-jem in shrambe. Klimatizirano, talno plinsko ogrevanje. Prostor je idealen za mirne pisarniške dejavnosti.Atraktivna lokacija v samem centru mesta, blizu javnega prevoza, javne garaže, trgovin in vseh potrebnih objektov.Ostale informacije na zahtevo.... Več na eurovilla.hr, ID: 642414",Mesto Zagreb,VSE,Zagreb-mesto,August Senoa,https://www.nepremicnine.net/oglasi-oddaja/august-senoa-gunduliceva-stanovanje_7285346/
7283081,"AUGUST SENOA, MARULIĆEV TRG",Stanovanje,4-sobno,4.0,3900.0,EUR,280.0,,,"280 m2, 4-sobno, oddamo. Cena: 3.900,00 EUR/mes","Izjemno lepo urejeno, vrhunsko opremljeno, luksuzno petsobno stanovanje v velikosti 280 m2 v drugem nadstropju, edino v etaži. Lokacija je ena najboljših v mestu, park znotraj Lenucijeve podkve, zelo mirno, brez velikega prometa, s čudovitim razgledom na park. Orientirano predvsem na zahodno stran s pogledom na park.Popolnoma prenovljeno, zamenjane vse inštalacije, betonska plošča, spuščen strop 345 cm, novo zunanje stavbno pohištvo z dvojno zasteklitvijo, erker, odlična izolacija, najdražji parketi, kamen v kuhinji in kopalnicah.Sestoji iz čudovite predsobe, stranišča za goste, garderobe za čevlje, prostorne kuhinje z otokom, jedilnice, ogromne dnevne sobe, kabineta ter popolnoma ločenega spalnega dela z glavno spalnico, kopalnico in garderobo, 2 otroških spalnic, 2 kopalnic, stranišč.Opremljeno z vrhunskim dizajnerskim pohištvom in vrhunskimi svetili. Pozornost je bila posvečena najmanjšim podrobnostim.Idealno kot stanovanjski, pa tudi kot poslovni prostor.Ostale informacije na zahtevo.... Več na eurovilla.hr, ID: 196960",Mesto Zagreb,VSE,Zagreb-mesto,August Senoa,https://www.nepremicnine.net/oglasi-oddaja/august-senoa-marulicev-trg-stanovanje_7283081/
7400398,"AUGUST SENOA, PALMOTIĆEVA ULICA",Stanovanje,3-sobno,3.0,2700.0,EUR,133.0,,,"133 m2, 3-sobno, oddamo. Cena: 2.700,00 EUR/mes","Nahaja se v srcu Zagreba, na prestižni Palmoticevi ulici, ta eleganten 133 m² velik stanovanjski/poslovni prostor se nahaja v tretjem nadstropju dobro vzdrževane stavbe z dvigalom.Nepremičnina se nahaja v čudovito prenovljeni zgodovinski stavbi, ki je bila podvržena celoviti strukturni rekonstrukciji, vključno z armiranobetonskimi stropnimi ploščami, obnovljenimi temelji in strukturnimi elementi, zamenjavo vseh vertikalnih inštalacij ter popolnoma novimi električnimi, vodovodnimi in plinskimi sistemi. Prenova uspešno združuje brezčasni značaj klasične zagrebške stavbe z udobjem in kakovostjo sodobne gradnje.Nepremičnina se ponaša z impresivnimi 3,5 metra visokimi stropi, obilico naravne svetlobe in zelo funkcionalno razporeditvijo.Obsega:Prostoren vhodni hodnik z vgradnimi omaramiSvetla dnevna sobaEna soba z dostopom do zasebnega balkonaVelikodušna glavna spalnicaDodatna spalnicaSoba za služkinjo, idealna kot garderobna omara, domača pisarna, arhiv ali shrambaPopolnoma opremljena kuhinjaDve kopalniciStanovanje je delno opremljeno in ima klimatsko napravo, centralno ogrevanje, alarmni sistem, domofon in video nadzor. Njegova vzhodno-zahodna orientacija zagotavlja odlično naravno svetlobo skozi ves dan.Pomembna prednost je eno zavarovano zasebno parkirno mesto, redka in zelo zaželena značilnost v centru Zagreba.Zahvaljujoč svoji prestižni lokaciji, velikodušnemu tlorisu in elegantnemu značaju je ta nepremičnina popolnoma primerna za odvetniško pisarno, notarsko pisarno, zasebno zdravniško ordinacijo, svetovalno podjetje, predstavništvo, arhitekturni ali oblikovalski studio, kot tudi za luksuzno stanovanjsko bivanje.Palmoticeva ulica je le kratek sprehod od Trga bana Jelačića in ponuja takojšen dostop do restavracij, kavarn, javnega prevoza, bank, vladnih institucij in vseh bistvenih mestnih dobrin.Za dodatne informacije ali dogovor za ogled nas prosimo kontaktirajte.... Več na eurovilla.hr, ID: 164175",Mesto Zagreb,VSE,Zagreb-mesto,August Senoa,https://www.nepremicnine.net/oglasi-oddaja/august-senoa-palmoticeva-ulica-stanovanje_7400398/
7131920,"AVSTRIJA, BAD RADKERSBURG",Stanovanje,2-sobno,2.0,650.0,EUR,55.0,1968,1/4,"55 m2, 2-sobno, zgrajeno l. 1968, 1/4 nad., prenovljeno 60 m2 2-sobno najemniško stanovanje z balkonom v bad radkersburg...","PRENOVLJENO 60 m² 2-SOBNO NAJEMNIŠKO STANOVANJE Z BALKONOM V BAD RADKERSBURGU
Prva vselitev po prenovi  Balkon  Takoj vseljivo  Mirna stanovanjska lega
V najem se oddaja kakovostno in celovito prenovljeno 2-sobno stanovanje na mirni in iskani lokaciji v Bad Radkersburgu (Kodolitschhof). Stanovanje je v stanju novogradnje (prva vselitev po prenovi) ter navdušuje z jasno razporejenim tlorisom, svetlimi prostori in prijetnim bivalnim ambientom. Idealno za samske osebe ali pare, ki cenijo sodobno bivanje brez dodatnih vlaganj.
Osnovni podatki
-Bivalna površina: približno 60 m²
Predprostor: približno 5,5 m²
Shramba: približno 1,2 m²
WC: približno 1,2 m²
Kuhinja: približno 9 m²
Kopalnica: približno 4 m²
Dnevna soba: približno 21 m²
Spalnica: približno 15 m²
Balkon: približno 4,6 m², zahodna orientacija
Kletna shramba: približno 6 m²
Nadstropje: 1. nadstropje (brez dvigala)
Leto gradnje: 1968
Stanje: prva vselitev po celoviti prenovi
Ogrevanje: daljinsko ogrevanje – biotoplota Bad Radkersburg (radiatorji)
Energetska izkaznica: razred C – 57,7 kWh/m²a
Oprema in bivalno udobje
Nova, sodobna kopalnica s kadjo
Sodobne talne obloge (ploščice in kakovosten laminat)
Energetsko učinkovito ogrevanje (daljinsko / biotoplota)
Svetli prostori in funkcionalen tloris
Stanovanje se oddaja neopremljeno (razen kopalnice in kuhinje).
Prednosti
Prva vselitev po prenovi
Balkon kot zasebna zunanja površina
Prilagodljiva zasnova kuhinje
Kletna shramba za dodaten prostor
Javna parkirna mesta neposredno ob stanovanjskem objektu
Mirna, a hkrati centralna lokacija
Lokacija
Bad Radkersburg je priljubljeno termalno in zdraviliško mesto z visoko kakovostjo bivanja. Trgovine, gostinska ponudba, terme ter zdravstvene in rekreacijske možnosti so dosegljive peš ali v neposredni bližini.
Glavni trg: približno 5 minut hoje
Parktherme Bad Radkersburg: približno 1,5 km
Trgovine (Hofer, Billa, Lidl itd.): približno 800 m
Državna meja s Slovenijo (Gornja Radgona): približno 800 m
Urejeno stanovanjsko naselje upravlja OWG.
Pogoji najema
Mesečna najemnina: EUR 650,– (vključuje obratovalne stroške)
Obratovalni stroški: približno EUR 233,– / mesec (vključujejo sorazmerni del stroškov ogrevanja; odvisno od porabe)
Elektrika: posebej glede na porabo
Varščina: 3 mesečne najemnine
Razpoložljivost: takoj
Trajanje najema: po dogovoru
Povzetek
Sodobno, takoj vseljivo najemniško stanovanje na zelo dobri lokaciji v Bad Radkersburgu. Idealno za najemnike, ki cenijo kakovost, mir in dobro infrastrukturo.
Ogledi po dogovoru – veselim se vašega povpraševanja.",,,,,https://www.nepremicnine.net/oglasi-oddaja/avstrija-bad-radkersburg-stanovanje_7131920/
7005245,BABNO POLJE,Stanovanje,2-sobno,2.0,400.0,EUR,100.0,1975,P+1,"100 m2, 2-sobno, zgrajeno l. 1975, adaptirano l. 2025, 704 m2 zemljišča, P+1, oddamo. Cena: cca 400,00 EUR/mes",,Notranjska,Cerknica,Loška Dolina,Babno Polje,https://www.nepremicnine.net/oglasi-oddaja/babno-polje-stanovanje_7005245/
7338695,BAČVICE - FIRULE,Stanovanje,2-sobno,2.0,1000.0,EUR,42.0,,,"42 m2, 2-sobno, oddamo. Cena: 1.000,00 EUR/mes",,Splitsko-dalmatinska,VSE,Split,Bačvice - Firule,https://www.nepremicnine.net/oglasi-oddaja/bacvice-firule-stanovanje_7338695/
7062417,BAČVICE - FIRULE,Stanovanje,2-sobno,2.0,1300.0,EUR,65.0,,,"65 m2, 2-sobno, oddamo. Cena: 1.300,00 EUR/mes","Dvosobno stanovanje s teraso in dvema parkirnima mestoma za najem, v pritličju manjše hiše, za obdobje od 1. 11. 2026 do 20. 4. 2027.Stanovanje je popolnoma novo in vrhunsko opremljeno, sestavljeno iz dveh spalnic, odprte dnevne sobe s kuhinjo in jedilnico, dveh kopalnic in dveh prostornih teras. Poleg tega sta vključeni dve zasebni parkirni mesti. Nahaja se v mirni soseski, blizu morja, bolnišnice, teniških igrišč in centra mesta.Na voljo je za najem v obdobju od 1. novembra 2025 do 20. aprila 2026.Za vse ostale informacije in vprašanja smo vam vedno na voljo.... Več na eurovilla.hr, ID: 878979",Splitsko-dalmatinska,VSE,Split,Bačvice - Firule,https://www.nepremicnine.net/oglasi-oddaja/bacvice-firule-stanovanje_7062417/
7285391,BAČVICE - FIRULE,Stanovanje,2-sobno,2.0,1400.0,EUR,70.0,,,"70 m2, 2-sobno, oddamo. Cena: 1.400,00 EUR/mes","Split, Firule, funkcionalno dvosobno stanovanje v drugem nadstropju stanovanjske stavbe, na voljo izven turistične sezone (01.10.2026. do 01.05.2027.).Nahaja se le nekaj korakov od morja in enega najslavnejših barov v Splitu, 'Tennis'.Stanovanje obsega dnevno sobo, kuhinjo z jedilnico, dve spalnici in kopalnico. Dnevna soba in jedilnica imata izhod na prostorno teraso z odprtim pogledom na morje in otoke. Skupna površina 70 m2.Na voljo je za najem izven turistične sezone. Stroški so vključeni v ceno.Na odlični lokaciji, blizu vseh pomembnih objektov (trgovine, restavracije, plaže, ...).Na voljo sem za vsa ostala vprašanja.... Več na eurovilla.hr, ID: 638335",Splitsko-dalmatinska,VSE,Split,Bačvice - Firule,https://www.nepremicnine.net/oglasi-oddaja/bacvice-firule-stanovanje_7285391/
6822320,BAČVICE - FIRULE,Stanovanje,2-sobno,2.0,3000.0,EUR,75.0,,,"75 m2, 2-sobno, oddamo. Cena: 3.000,00 EUR/mes","Split, Firule, popolnoma urejeno in opremljeno dvosobno stanovanje z neto uporabno površino 75 m2. Nahaja se v 5. nadstropju dobro vzdrževane stavbe.Sestoji iz predprostora, kuhinje z jedilnico in dnevno sobo, dveh spalnic in dveh kopalnic.Možnost najema garažnega mesta v javni garaži pod stavbo.Odlična lokacija v bližini vseh pomembnih objektov.Več informacij na zahtevo.... Več na eurovilla.hr, ID: 840927",Splitsko-dalmatinska,VSE,Split,Bačvice - Firule,https://www.nepremicnine.net/oglasi-oddaja/bacvice-firule-stanovanje_6822320/
7372220,BAČVICE - FIRULE,Stanovanje,2-sobno,2.0,1700.0,EUR,82.0,,,"82 m2, 2-sobno, oddamo. Cena: 1.700,00 EUR/mes","Split, Firule, dvosobno stanovanje v širšem centru mesta – na voljo za najem od 16.9.2026. Cena se nanaša na 9-mesečni najem. V primeru dolgoročnega najema je cena po dogovoru.Stanovanje se nahaja v četrtem nadstropju stavbe z dvigalom, je v celoti opremljeno in takoj vseljivo.Razdeljeno je na prostorno dnevno sobo, dve udobni spalnici, moderno kopalnico in opremljeno kuhinjo. Posebnost je velika loža, popolna za sprostitev. Severno-južna orientacija zagotavlja veliko naravne svetlobe in odlično zračnost, kar ustvarja prijetno in svetlo vzdušje.Parkirno mesto v garaži stavbe ni vključeno v mesečno najemnino in znaša dodatnih 200 evrov. Stroški niso vključeni v najemnino.Izjemna lokacija, v neposredni bližini centra mesta, v neposredni bližini vseh potrebnih vsebin (trgovine, restavracije, plaže, kavarne, bolnišnica).Za vse informacije smo vam na voljo.... Več na eurovilla.hr, ID: 576797",Splitsko-dalmatinska,VSE,Split,Bačvice - Firule,https://www.nepremicnine.net/oglasi-oddaja/bacvice-firule-stanovanje_7372220/
7060041,BAČVICE - FIRULE,Stanovanje,2-sobno,2.0,2000.0,EUR,82.0,,,"82 m2, 2-sobno, oddamo. Cena: 2.000,00 EUR/mes","Izjemno dvosobno stanovanje v Firulah, Split, na voljo za dolgoročni najem.To luksuzno stanovanje velikosti 82 m², ki se nahaja v drugem nadstropju stavbe z dvigalom, ponuja kombinacijo modernega udobja in vrhunske lokacije. Popolnoma opremljeno in pripravljeno za vselitev.Razporeditev vključuje prostorno dnevno sobo, dve udobni spalnici, moderno kopalnico in popolnoma opremljeno kuhinjo. Posebnost je velika loža, idealna za sprostitev. Orientacija sever-jug zagotavlja obilo naravne svetlobe in odlično zračnost, kar ustvarja prijetno in svetlo vzdušje.V ceno stanovanja je vključeno parkirno mesto v garaži stavbe.Firule zagotavljajo bližino plaž, promenad, restavracij in kavarn. Center mesta, bolnišnice in institucije so oddaljeni le nekaj minut.Za vse informacije smo vam vedno na voljo.... Več na eurovilla.hr, ID: 425544",Splitsko-dalmatinska,VSE,Split,Bačvice - Firule,https://www.nepremicnine.net/oglasi-oddaja/bacvice-firule-stanovanje_7060041/
